DATA,DESPESA,competencia
2020-03-31,1348.39,10-2022
2020-04-30,223.29,10-2022
2020-05-31,1762.61,10-2022
2020-06-30,371.6,10-2022
2020-07-31,3014.49,10-2022
2020-08-31,5627.44,10-2022
2020-09-30,1355.0,10-2022
2020-10-31,766.31,10-2022
2020-11-30,6467.799999999999,10-2022
2020-12-31,3379.56,10-2022
2021-01-31,2855.08,10-2022
2021-02-28,4981.7,10-2022
2021-03-31,207.8,10-2022
2021-04-30,2169.65,10-2022
2021-05-31,1996.29,10-2022
2021-06-30,3907.05,10-2022
2021-07-31,1360.94,10-2022
2021-08-31,5037.9,10-2022
2021-09-30,5912.889999999999,10-2022
2021-10-31,9704.3,10-2022
2021-11-30,20762.16,10-2022
2021-12-31,5064.88,10-2022
2022-01-31,8296.0,10-2022
2022-02-28,8152.620000000001,10-2022
2022-03-31,1997.25,10-2022
2022-04-30,1319.03,10-2022
2022-05-31,9339.31,10-2022
2022-06-30,74521.78,10-2022
2022-07-31,18222.79,10-2022
2022-08-31,107228.65,10-2022
2022-09-30,590792.05,10-2022
2022-10-31,4321537.81,10-2022
2006-11-30,113.4,11-2022
2006-12-31,3074.0899999999997,11-2022
2007-01-31,1747.37,11-2022
2007-02-28,0.0,11-2022
2007-03-31,2346.06,11-2022
2007-04-30,415.8,11-2022
2007-05-31,594.48,11-2022
2007-06-30,389.79,11-2022
2007-07-31,422.08,11-2022
2007-08-31,0.0,11-2022
2007-09-30,0.0,11-2022
2007-10-31,155.6,11-2022
2007-11-30,0.0,11-2022
2007-12-31,32.63,11-2022
2008-01-31,0.0,11-2022
2008-02-29,0.0,11-2022
2008-03-31,40.0,11-2022
2008-04-30,0.0,11-2022
2008-05-31,0.0,11-2022
2008-06-30,0.0,11-2022
2008-07-31,0.0,11-2022
2008-08-31,0.0,11-2022
2008-09-30,0.0,11-2022
2008-10-31,84.0,11-2022
2008-11-30,42.0,11-2022
2008-12-31,875.0,11-2022
2009-01-31,293.41999999999996,11-2022
2009-02-28,0.0,11-2022
2009-03-31,0.0,11-2022
2009-04-30,42.0,11-2022
2009-05-31,0.0,11-2022
2009-06-30,0.0,11-2022
2009-07-31,0.0,11-2022
2009-08-31,900.0,11-2022
2009-09-30,0.0,11-2022
2009-10-31,646.68,11-2022
2009-11-30,351.1,11-2022
2009-12-31,0.0,11-2022
2010-01-31,3007.06,11-2022
2010-02-28,0.0,11-2022
2010-03-31,0.0,11-2022
2010-04-30,1027.72,11-2022
2010-05-31,0.0,11-2022
2010-06-30,32.25,11-2022
2010-07-31,0.0,11-2022
2010-08-31,0.0,11-2022
2010-09-30,174.03,11-2022
2010-10-31,236.87,11-2022
2010-11-30,80.1,11-2022
2010-12-31,119.68,11-2022
2011-01-31,0.0,11-2022
2011-02-28,4091.58,11-2022
2011-03-31,0.0,11-2022
2011-04-30,247.79999999999998,11-2022
2011-05-31,40.94,11-2022
2011-06-30,56.96,11-2022
2011-07-31,0.0,11-2022
2011-08-31,2701.76,11-2022
2011-09-30,19.15,11-2022
2011-10-31,44.5,11-2022
2011-11-30,65.95,11-2022
2011-12-31,571.4300000000001,11-2022
2012-01-31,789.3199999999999,11-2022
2012-02-29,0.0,11-2022
2012-03-31,173.8,11-2022
2012-04-30,403.9,11-2022
2012-05-31,195.47,11-2022
2012-06-30,767.97,11-2022
2012-07-31,172.0,11-2022
2012-08-31,442.2,11-2022
2012-09-30,1475.9,11-2022
2012-10-31,208.45,11-2022
2012-11-30,763.3,11-2022
2012-12-31,617.48,11-2022
2013-01-31,321.98,11-2022
2013-02-28,266.25,11-2022
2013-03-31,334.06,11-2022
2013-04-30,3312.8299999999995,11-2022
2013-05-31,618.26,11-2022
2013-06-30,75.55,11-2022
2013-07-31,941.51,11-2022
2013-08-31,143.57,11-2022
2013-09-30,402.0,11-2022
2013-10-31,426.86,11-2022
2013-11-30,323.75,11-2022
2013-12-31,393.28,11-2022
2014-01-31,334.96,11-2022
2014-02-28,519.13,11-2022
2014-03-31,622.11,11-2022
2014-04-30,6353.959999999999,11-2022
2014-05-31,191.55,11-2022
2014-06-30,587.65,11-2022
2014-07-31,146.0,11-2022
2014-08-31,268.0,11-2022
2014-09-30,146.0,11-2022
2014-10-31,0.0,11-2022
2014-11-30,633.0,11-2022
2014-12-31,918.92,11-2022
2015-01-31,0.0,11-2022
2015-02-28,1692.26,11-2022
2015-03-31,0.0,11-2022
2015-04-30,640.88,11-2022
2015-05-31,2814.56,11-2022
2015-06-30,0.0,11-2022
2015-07-31,0.0,11-2022
2015-08-31,2893.7599999999998,11-2022
2015-09-30,68.28,11-2022
2015-10-31,0.0,11-2022
2015-11-30,894.35,11-2022
2015-12-31,1353.46,11-2022
2016-01-31,1296.68,11-2022
2016-02-29,1754.7,11-2022
2016-03-31,137.39,11-2022
2016-04-30,0.0,11-2022
2016-05-31,562.1800000000001,11-2022
2016-06-30,664.0,11-2022
2016-07-31,303.14,11-2022
2016-08-31,3781.87,11-2022
2016-09-30,1442.6399999999999,11-2022
2016-10-31,708.3900000000001,11-2022
2016-11-30,692.7,11-2022
2016-12-31,1218.72,11-2022
2017-01-31,766.12,11-2022
2017-02-28,270.6,11-2022
2017-03-31,329.67,11-2022
2017-04-30,318.22,11-2022
2017-05-31,0.0,11-2022
2017-06-30,211.64,11-2022
2017-07-31,440.0,11-2022
2017-08-31,77.63,11-2022
2017-09-30,641.3599999999999,11-2022
2017-10-31,797.36,11-2022
2017-11-30,283.0,11-2022
2017-12-31,0.0,11-2022
2018-01-31,334.48,11-2022
2018-02-28,0.0,11-2022
2018-03-31,1726.16,11-2022
2018-04-30,1197.01,11-2022
2018-05-31,1155.03,11-2022
2018-06-30,285.0,11-2022
2018-07-31,791.41,11-2022
2018-08-31,423.1,11-2022
2018-09-30,1298.37,11-2022
2018-10-31,1178.6,11-2022
2018-11-30,1123.06,11-2022
2018-12-31,605.53,11-2022
2019-01-31,0.0,11-2022
2019-02-28,756.53,11-2022
2019-03-31,1522.15,11-2022
2019-04-30,115.5,11-2022
2019-05-31,100.0,11-2022
2019-06-30,362.72,11-2022
2019-07-31,0.0,11-2022
2019-08-31,416.0,11-2022
2019-09-30,0.0,11-2022
2019-10-31,0.0,11-2022
2019-11-30,305.09000000000003,11-2022
2019-12-31,1096.6,11-2022
2020-01-31,2033.41,11-2022
2020-02-29,5841.84,11-2022
2020-03-31,1348.39,11-2022
2020-04-30,223.29,11-2022
2020-05-31,1762.61,11-2022
2020-06-30,371.6,11-2022
2020-07-31,3014.49,11-2022
2020-08-31,4376.7699999999995,11-2022
2020-09-30,1355.0,11-2022
2020-10-31,478.51,11-2022
2020-11-30,6467.799999999999,11-2022
2020-12-31,3379.56,11-2022
2021-01-31,2855.08,11-2022
2021-02-28,4981.7,11-2022
2021-03-31,207.8,11-2022
2021-04-30,2169.65,11-2022
2021-05-31,1996.29,11-2022
2021-06-30,3907.05,11-2022
2021-07-31,1049.24,11-2022
2021-08-31,4830.099999999999,11-2022
2021-09-30,5912.889999999999,11-2022
2021-10-31,9704.3,11-2022
2021-11-30,20762.16,11-2022
2021-12-31,5064.88,11-2022
2022-01-31,3096.0,11-2022
2022-02-28,7852.620000000001,11-2022
2022-03-31,1997.25,11-2022
2022-04-30,998.88,11-2022
2022-05-31,7302.780000000001,11-2022
2022-06-30,18009.39,11-2022
2022-07-31,12379.83,11-2022
2022-08-31,71890.09999999999,11-2022
2022-09-30,50251.91,11-2022
2022-10-31,252130.53,11-2022
2022-11-30,4492463.79,11-2022
2006-11-30,113.4,12-2022
2006-12-31,3074.0899999999997,12-2022
2007-01-31,1747.37,12-2022
2007-02-28,0.0,12-2022
2007-03-31,2346.06,12-2022
2007-04-30,415.8,12-2022
2007-05-31,594.48,12-2022
2007-06-30,389.79,12-2022
2007-07-31,422.08,12-2022
2007-08-31,0.0,12-2022
2007-09-30,0.0,12-2022
2007-10-31,155.6,12-2022
2007-11-30,0.0,12-2022
2007-12-31,32.63,12-2022
2008-01-31,0.0,12-2022
2008-02-29,0.0,12-2022
2008-03-31,40.0,12-2022
2008-04-30,0.0,12-2022
2008-05-31,0.0,12-2022
2008-06-30,0.0,12-2022
2008-07-31,0.0,12-2022
2008-08-31,0.0,12-2022
2008-09-30,0.0,12-2022
2008-10-31,84.0,12-2022
2008-11-30,42.0,12-2022
2008-12-31,875.0,12-2022
2009-01-31,293.41999999999996,12-2022
2009-02-28,0.0,12-2022
2009-03-31,0.0,12-2022
2009-04-30,42.0,12-2022
2009-05-31,0.0,12-2022
2009-06-30,0.0,12-2022
2009-07-31,0.0,12-2022
2009-08-31,900.0,12-2022
2009-09-30,0.0,12-2022
2009-10-31,646.68,12-2022
2009-11-30,351.1,12-2022
2009-12-31,0.0,12-2022
2010-01-31,3007.06,12-2022
2010-02-28,0.0,12-2022
2010-03-31,0.0,12-2022
2010-04-30,1027.72,12-2022
2010-05-31,0.0,12-2022
2010-06-30,32.25,12-2022
2010-07-31,0.0,12-2022
2010-08-31,0.0,12-2022
2010-09-30,174.03,12-2022
2010-10-31,236.87,12-2022
2010-11-30,80.1,12-2022
2010-12-31,119.68,12-2022
2011-01-31,0.0,12-2022
2011-02-28,4091.58,12-2022
2011-03-31,0.0,12-2022
2011-04-30,247.79999999999998,12-2022
2011-05-31,40.94,12-2022
2011-06-30,56.96,12-2022
2011-07-31,0.0,12-2022
2011-08-31,2701.76,12-2022
2011-09-30,19.15,12-2022
2011-10-31,44.5,12-2022
2011-11-30,65.95,12-2022
2011-12-31,571.4300000000001,12-2022
2012-01-31,789.3199999999999,12-2022
2012-02-29,0.0,12-2022
2012-03-31,173.8,12-2022
2012-04-30,403.9,12-2022
2012-05-31,195.47,12-2022
2012-06-30,767.97,12-2022
2012-07-31,172.0,12-2022
2012-08-31,442.2,12-2022
2012-09-30,1475.9,12-2022
2012-10-31,208.45,12-2022
2012-11-30,763.3,12-2022
2012-12-31,617.48,12-2022
2013-01-31,321.98,12-2022
2013-02-28,266.25,12-2022
2013-03-31,334.06,12-2022
2013-04-30,3312.8299999999995,12-2022
2013-05-31,618.26,12-2022
2013-06-30,75.55,12-2022
2013-07-31,941.51,12-2022
2013-08-31,143.57,12-2022
2013-09-30,402.0,12-2022
2013-10-31,426.86,12-2022
2013-11-30,323.75,12-2022
2013-12-31,393.28,12-2022
2014-01-31,334.96,12-2022
2014-02-28,519.13,12-2022
2014-03-31,622.11,12-2022
2014-04-30,6353.959999999999,12-2022
2014-05-31,191.55,12-2022
2014-06-30,587.65,12-2022
2014-07-31,146.0,12-2022
2014-08-31,268.0,12-2022
2014-09-30,146.0,12-2022
2014-10-31,0.0,12-2022
2014-11-30,633.0,12-2022
2014-12-31,918.92,12-2022
2015-01-31,0.0,12-2022
2015-02-28,1692.26,12-2022
2015-03-31,0.0,12-2022
2015-04-30,640.88,12-2022
2015-05-31,2814.56,12-2022
2015-06-30,0.0,12-2022
2015-07-31,0.0,12-2022
2015-08-31,2893.7599999999998,12-2022
2015-09-30,68.28,12-2022
2015-10-31,0.0,12-2022
2015-11-30,894.35,12-2022
2015-12-31,1353.46,12-2022
2016-01-31,1296.68,12-2022
2016-02-29,1754.7,12-2022
2016-03-31,137.39,12-2022
2016-04-30,0.0,12-2022
2016-05-31,562.1800000000001,12-2022
2016-06-30,664.0,12-2022
2016-07-31,303.14,12-2022
2016-08-31,3781.87,12-2022
2016-09-30,1442.6399999999999,12-2022
2016-10-31,708.3900000000001,12-2022
2016-11-30,692.7,12-2022
2016-12-31,1218.72,12-2022
2017-01-31,766.12,12-2022
2017-02-28,270.6,12-2022
2017-03-31,329.67,12-2022
2017-04-30,318.22,12-2022
2017-05-31,0.0,12-2022
2017-06-30,211.64,12-2022
2017-07-31,440.0,12-2022
2017-08-31,77.63,12-2022
2017-09-30,641.3599999999999,12-2022
2017-10-31,797.36,12-2022
2017-11-30,283.0,12-2022
2017-12-31,0.0,12-2022
2018-01-31,334.48,12-2022
2018-02-28,0.0,12-2022
2018-03-31,1726.16,12-2022
2018-04-30,1197.01,12-2022
2018-05-31,1155.03,12-2022
2018-06-30,285.0,12-2022
2018-07-31,791.41,12-2022
2018-08-31,423.1,12-2022
2018-09-30,1298.37,12-2022
2018-10-31,1178.6,12-2022
2018-11-30,1123.06,12-2022
2018-12-31,605.53,12-2022
2019-01-31,0.0,12-2022
2019-02-28,756.53,12-2022
2019-03-31,1522.15,12-2022
2019-04-30,115.5,12-2022
2019-05-31,100.0,12-2022
2019-06-30,362.72,12-2022
2019-07-31,0.0,12-2022
2019-08-31,416.0,12-2022
2019-09-30,0.0,12-2022
2019-10-31,0.0,12-2022
2019-11-30,305.09000000000003,12-2022
2019-12-31,1096.6,12-2022
2020-01-31,2033.41,12-2022
2020-02-29,5841.84,12-2022
2020-03-31,1348.39,12-2022
2020-04-30,223.29,12-2022
2020-05-31,1762.61,12-2022
2020-06-30,371.6,12-2022
2020-07-31,3014.49,12-2022
2020-08-31,4376.7699999999995,12-2022
2020-09-30,1355.0,12-2022
2020-10-31,478.51,12-2022
2020-11-30,6467.799999999999,12-2022
2020-12-31,3379.56,12-2022
2021-01-31,2855.08,12-2022
2021-02-28,4981.7,12-2022
2021-03-31,207.8,12-2022
2021-04-30,2169.65,12-2022
2021-05-31,1996.29,12-2022
2021-06-30,3907.05,12-2022
2021-07-31,1049.24,12-2022
2021-08-31,4830.099999999999,12-2022
2021-09-30,5912.889999999999,12-2022
2021-10-31,9380.1,12-2022
2021-11-30,20762.16,12-2022
2021-12-31,5064.88,12-2022
2022-01-31,3096.0,12-2022
2022-02-28,7417.56,12-2022
2022-03-31,1036.8899999999999,12-2022
2022-04-30,786.63,12-2022
2022-05-31,6997.54,12-2022
2022-06-30,18009.39,12-2022
2022-07-31,8459.32,12-2022
2022-08-31,19561.23,12-2022
2022-09-30,42815.450000000004,12-2022
2022-10-31,96338.46,12-2022
2022-11-30,372517.2,12-2022
2022-12-31,4213287.0,12-2022
2006-11-30,113.4,02-2021
2006-12-31,3074.0899999999997,02-2021
2007-01-31,1747.37,02-2021
2007-02-28,0.0,02-2021
2007-03-31,2346.06,02-2021
2007-04-30,415.8,02-2021
2007-05-31,594.48,02-2021
2007-06-30,389.79,02-2021
2007-07-31,422.08,02-2021
2007-08-31,0.0,02-2021
2007-09-30,0.0,02-2021
2007-10-31,155.6,02-2021
2007-11-30,0.0,02-2021
2007-12-31,32.63,02-2021
2008-01-31,0.0,02-2021
2008-02-29,0.0,02-2021
2008-03-31,40.0,02-2021
2008-04-30,0.0,02-2021
2008-05-31,0.0,02-2021
2008-06-30,0.0,02-2021
2008-07-31,0.0,02-2021
2008-08-31,0.0,02-2021
2008-09-30,0.0,02-2021
2008-10-31,84.0,02-2021
2008-11-30,42.0,02-2021
2008-12-31,875.0,02-2021
2009-01-31,293.41999999999996,02-2021
2009-02-28,0.0,02-2021
2009-03-31,0.0,02-2021
2009-04-30,42.0,02-2021
2009-05-31,0.0,02-2021
2009-06-30,0.0,02-2021
2009-07-31,0.0,02-2021
2009-08-31,900.0,02-2021
2009-09-30,0.0,02-2021
2009-10-31,646.68,02-2021
2009-11-30,351.1,02-2021
2009-12-31,0.0,02-2021
2010-01-31,3007.06,02-2021
2010-02-28,0.0,02-2021
2010-03-31,0.0,02-2021
2010-04-30,1027.72,02-2021
2010-05-31,0.0,02-2021
2010-06-30,32.25,02-2021
2010-07-31,0.0,02-2021
2010-08-31,0.0,02-2021
2010-09-30,174.03,02-2021
2010-10-31,236.87,02-2021
2010-11-30,80.1,02-2021
2010-12-31,119.68,02-2021
2011-01-31,0.0,02-2021
2011-02-28,4091.58,02-2021
2011-03-31,0.0,02-2021
2011-04-30,247.79999999999998,02-2021
2011-05-31,40.94,02-2021
2011-06-30,56.96,02-2021
2011-07-31,0.0,02-2021
2011-08-31,2701.76,02-2021
2011-09-30,19.15,02-2021
2011-10-31,44.5,02-2021
2011-11-30,65.95,02-2021
2011-12-31,571.4300000000001,02-2021
2012-01-31,789.3199999999999,02-2021
2012-02-29,0.0,02-2021
2012-03-31,173.8,02-2021
2012-04-30,403.9,02-2021
2012-05-31,195.47,02-2021
2012-06-30,767.97,02-2021
2012-07-31,172.0,02-2021
2012-08-31,442.2,02-2021
2012-09-30,1475.9,02-2021
2012-10-31,208.45,02-2021
2012-11-30,763.3,02-2021
2012-12-31,617.48,02-2021
2013-01-31,321.98,02-2021
2013-02-28,266.25,02-2021
2013-03-31,334.06,02-2021
2013-04-30,3312.8299999999995,02-2021
2013-05-31,618.26,02-2021
2013-06-30,75.55,02-2021
2013-07-31,941.51,02-2021
2013-08-31,143.57,02-2021
2013-09-30,402.0,02-2021
2013-10-31,426.86,02-2021
2013-11-30,323.75,02-2021
2013-12-31,393.28,02-2021
2014-01-31,334.96,02-2021
2014-02-28,519.13,02-2021
2014-03-31,622.11,02-2021
2014-04-30,6353.959999999999,02-2021
2014-05-31,191.55,02-2021
2014-06-30,587.65,02-2021
2014-07-31,146.0,02-2021
2014-08-31,268.0,02-2021
2014-09-30,146.0,02-2021
2014-10-31,0.0,02-2021
2014-11-30,633.0,02-2021
2014-12-31,918.92,02-2021
2015-01-31,0.0,02-2021
2015-02-28,1692.26,02-2021
2015-03-31,0.0,02-2021
2015-04-30,640.88,02-2021
2015-05-31,2814.56,02-2021
2015-06-30,0.0,02-2021
2015-07-31,0.0,02-2021
2015-08-31,2893.7599999999998,02-2021
2015-09-30,68.28,02-2021
2015-10-31,0.0,02-2021
2015-11-30,894.35,02-2021
2015-12-31,1353.46,02-2021
2016-01-31,1296.68,02-2021
2016-02-29,1754.7,02-2021
2016-03-31,137.39,02-2021
2016-04-30,0.0,02-2021
2016-05-31,562.1800000000001,02-2021
2016-06-30,911.56,02-2021
2016-07-31,303.14,02-2021
2016-08-31,3876.27,02-2021
2016-09-30,1442.6399999999999,02-2021
2016-10-31,708.3900000000001,02-2021
2016-11-30,692.7,02-2021
2016-12-31,1218.72,02-2021
2017-01-31,766.12,02-2021
2017-02-28,270.6,02-2021
2017-03-31,329.67,02-2021
2017-04-30,318.22,02-2021
2017-05-31,0.0,02-2021
2017-06-30,211.64,02-2021
2017-07-31,440.0,02-2021
2017-08-31,77.63,02-2021
2017-09-30,641.3599999999999,02-2021
2017-10-31,797.36,02-2021
2017-11-30,283.0,02-2021
2017-12-31,368.33,02-2021
2018-01-31,334.48,02-2021
2018-02-28,0.0,02-2021
2018-03-31,1726.16,02-2021
2018-04-30,1197.01,02-2021
2018-05-31,1155.03,02-2021
2018-06-30,285.0,02-2021
2018-07-31,791.41,02-2021
2018-08-31,423.1,02-2021
2018-09-30,1298.37,02-2021
2018-10-31,1178.6,02-2021
2018-11-30,1123.06,02-2021
2018-12-31,605.53,02-2021
2019-01-31,0.0,02-2021
2019-02-28,1539.1399999999999,02-2021
2019-03-31,1522.15,02-2021
2019-04-30,780.53,02-2021
2019-05-31,100.0,02-2021
2019-06-30,362.72,02-2021
2019-07-31,5763.82,02-2021
2019-08-31,416.0,02-2021
2019-09-30,767.73,02-2021
2019-10-31,0.0,02-2021
2019-11-30,305.09000000000003,02-2021
2019-12-31,1296.72,02-2021
2020-01-31,3836.6,02-2021
2020-02-29,6848.57,02-2021
2020-03-31,2600.3900000000003,02-2021
2020-04-30,2194.13,02-2021
2020-05-31,2256.58,02-2021
2020-06-30,1986.6799999999998,02-2021
2020-07-31,3812.83,02-2021
2020-08-31,7416.71,02-2021
2020-09-30,5884.22,02-2021
2020-10-31,11041.94,02-2021
2020-11-30,20766.38,02-2021
2020-12-31,70248.52,02-2021
2021-01-31,614193.06,02-2021
2021-02-28,3863954.5,02-2021
2006-11-30,113.4,02-2022
2006-12-31,3074.0899999999997,02-2022
2007-01-31,1747.37,02-2022
2007-02-28,0.0,02-2022
2007-03-31,2346.06,02-2022
2007-04-30,415.8,02-2022
2007-05-31,594.48,02-2022
2007-06-30,389.79,02-2022
2007-07-31,422.08,02-2022
2007-08-31,0.0,02-2022
2007-09-30,0.0,02-2022
2007-10-31,155.6,02-2022
2007-11-30,0.0,02-2022
2007-12-31,32.63,02-2022
2008-01-31,0.0,02-2022
2008-02-29,0.0,02-2022
2008-03-31,40.0,02-2022
2008-04-30,0.0,02-2022
2008-05-31,0.0,02-2022
2008-06-30,0.0,02-2022
2008-07-31,0.0,02-2022
2008-08-31,0.0,02-2022
2008-09-30,0.0,02-2022
2008-10-31,84.0,02-2022
2008-11-30,42.0,02-2022
2008-12-31,875.0,02-2022
2009-01-31,293.41999999999996,02-2022
2009-02-28,0.0,02-2022
2009-03-31,0.0,02-2022
2009-04-30,42.0,02-2022
2009-05-31,0.0,02-2022
2009-06-30,0.0,02-2022
2009-07-31,0.0,02-2022
2009-08-31,900.0,02-2022
2009-09-30,0.0,02-2022
2009-10-31,646.68,02-2022
2009-11-30,351.1,02-2022
2009-12-31,0.0,02-2022
2010-01-31,3007.06,02-2022
2010-02-28,0.0,02-2022
2010-03-31,0.0,02-2022
2010-04-30,1027.72,02-2022
2010-05-31,0.0,02-2022
2010-06-30,32.25,02-2022
2010-07-31,0.0,02-2022
2010-08-31,0.0,02-2022
2010-09-30,174.03,02-2022
2010-10-31,236.87,02-2022
2010-11-30,80.1,02-2022
2010-12-31,119.68,02-2022
2011-01-31,0.0,02-2022
2011-02-28,4091.58,02-2022
2011-03-31,0.0,02-2022
2011-04-30,247.79999999999998,02-2022
2011-05-31,40.94,02-2022
2011-06-30,56.96,02-2022
2011-07-31,0.0,02-2022
2011-08-31,2701.76,02-2022
2011-09-30,19.15,02-2022
2011-10-31,44.5,02-2022
2011-11-30,65.95,02-2022
2011-12-31,571.4300000000001,02-2022
2012-01-31,789.3199999999999,02-2022
2012-02-29,0.0,02-2022
2012-03-31,173.8,02-2022
2012-04-30,403.9,02-2022
2012-05-31,195.47,02-2022
2012-06-30,767.97,02-2022
2012-07-31,172.0,02-2022
2012-08-31,442.2,02-2022
2012-09-30,1475.9,02-2022
2012-10-31,208.45,02-2022
2012-11-30,763.3,02-2022
2012-12-31,617.48,02-2022
2013-01-31,321.98,02-2022
2013-02-28,266.25,02-2022
2013-03-31,334.06,02-2022
2013-04-30,3312.8299999999995,02-2022
2013-05-31,618.26,02-2022
2013-06-30,75.55,02-2022
2013-07-31,941.51,02-2022
2013-08-31,143.57,02-2022
2013-09-30,402.0,02-2022
2013-10-31,426.86,02-2022
2013-11-30,323.75,02-2022
2013-12-31,393.28,02-2022
2014-01-31,334.96,02-2022
2014-02-28,519.13,02-2022
2014-03-31,622.11,02-2022
2014-04-30,6353.959999999999,02-2022
2014-05-31,191.55,02-2022
2014-06-30,587.65,02-2022
2014-07-31,146.0,02-2022
2014-08-31,268.0,02-2022
2014-09-30,146.0,02-2022
2014-10-31,0.0,02-2022
2014-11-30,633.0,02-2022
2014-12-31,918.92,02-2022
2015-01-31,0.0,02-2022
2015-02-28,1692.26,02-2022
2015-03-31,0.0,02-2022
2015-04-30,640.88,02-2022
2015-05-31,2814.56,02-2022
2015-06-30,0.0,02-2022
2015-07-31,0.0,02-2022
2015-08-31,2893.7599999999998,02-2022
2015-09-30,68.28,02-2022
2015-10-31,0.0,02-2022
2015-11-30,894.35,02-2022
2015-12-31,1353.46,02-2022
2016-01-31,1296.68,02-2022
2016-02-29,1754.7,02-2022
2016-03-31,137.39,02-2022
2016-04-30,0.0,02-2022
2016-05-31,562.1800000000001,02-2022
2016-06-30,664.0,02-2022
2016-07-31,303.14,02-2022
2016-08-31,3781.87,02-2022
2016-09-30,1442.6399999999999,02-2022
2016-10-31,708.3900000000001,02-2022
2016-11-30,692.7,02-2022
2016-12-31,1218.72,02-2022
2017-01-31,766.12,02-2022
2017-02-28,270.6,02-2022
2017-03-31,329.67,02-2022
2017-04-30,318.22,02-2022
2017-05-31,0.0,02-2022
2017-06-30,211.64,02-2022
2017-07-31,440.0,02-2022
2017-08-31,77.63,02-2022
2017-09-30,641.3599999999999,02-2022
2017-10-31,797.36,02-2022
2017-11-30,283.0,02-2022
2017-12-31,0.0,02-2022
2018-01-31,334.48,02-2022
2018-02-28,0.0,02-2022
2018-03-31,1726.16,02-2022
2018-04-30,1197.01,02-2022
2018-05-31,1155.03,02-2022
2018-06-30,285.0,02-2022
2018-07-31,791.41,02-2022
2018-08-31,423.1,02-2022
2018-09-30,1298.37,02-2022
2018-10-31,1178.6,02-2022
2018-11-30,1123.06,02-2022
2018-12-31,605.53,02-2022
2019-01-31,0.0,02-2022
2019-02-28,756.53,02-2022
2019-03-31,1522.15,02-2022
2019-04-30,780.53,02-2022
2019-05-31,100.0,02-2022
2019-06-30,362.72,02-2022
2019-07-31,0.0,02-2022
2019-08-31,416.0,02-2022
2019-09-30,0.0,02-2022
2019-10-31,0.0,02-2022
2019-11-30,305.09000000000003,02-2022
2019-12-31,1296.72,02-2022
2020-01-31,2033.41,02-2022
2020-02-29,6848.57,02-2022
2020-03-31,1348.39,02-2022
2020-04-30,223.29,02-2022
2020-05-31,1762.61,02-2022
2020-06-30,371.6,02-2022
2020-07-31,3014.49,02-2022
2020-08-31,5627.44,02-2022
2020-09-30,1355.0,02-2022
2020-10-31,766.31,02-2022
2020-11-30,6467.799999999999,02-2022
2020-12-31,5051.53,02-2022
2021-01-31,4269.62,02-2022
2021-02-28,4981.7,02-2022
2021-03-31,207.8,02-2022
2021-04-30,3845.96,02-2022
2021-05-31,3043.4700000000003,02-2022
2021-06-30,5657.14,02-2022
2021-07-31,2217.06,02-2022
2021-08-31,7226.42,02-2022
2021-09-30,10094.24,02-2022
2021-10-31,23004.66,02-2022
2021-11-30,37217.84,02-2022
2021-12-31,40872.06,02-2022
2022-01-31,409757.89,02-2022
2022-02-28,4438696.09,02-2022
2006-11-30,113.4,04-2021
2006-12-31,3074.0899999999997,04-2021
2007-01-31,1747.37,04-2021
2007-02-28,0.0,04-2021
2007-03-31,2346.06,04-2021
2007-04-30,415.8,04-2021
2007-05-31,594.48,04-2021
2007-06-30,389.79,04-2021
2007-07-31,422.08,04-2021
2007-08-31,0.0,04-2021
2007-09-30,0.0,04-2021
2007-10-31,155.6,04-2021
2007-11-30,0.0,04-2021
2007-12-31,32.63,04-2021
2008-01-31,0.0,04-2021
2008-02-29,0.0,04-2021
2008-03-31,40.0,04-2021
2008-04-30,0.0,04-2021
2008-05-31,0.0,04-2021
2008-06-30,0.0,04-2021
2008-07-31,0.0,04-2021
2008-08-31,0.0,04-2021
2008-09-30,0.0,04-2021
2008-10-31,84.0,04-2021
2008-11-30,42.0,04-2021
2008-12-31,875.0,04-2021
2009-01-31,293.41999999999996,04-2021
2009-02-28,0.0,04-2021
2009-03-31,0.0,04-2021
2009-04-30,42.0,04-2021
2009-05-31,0.0,04-2021
2009-06-30,0.0,04-2021
2009-07-31,0.0,04-2021
2009-08-31,900.0,04-2021
2009-09-30,0.0,04-2021
2009-10-31,646.68,04-2021
2009-11-30,351.1,04-2021
2009-12-31,0.0,04-2021
2010-01-31,3007.06,04-2021
2010-02-28,0.0,04-2021
2010-03-31,0.0,04-2021
2010-04-30,1027.72,04-2021
2010-05-31,0.0,04-2021
2010-06-30,32.25,04-2021
2010-07-31,0.0,04-2021
2010-08-31,0.0,04-2021
2010-09-30,174.03,04-2021
2010-10-31,236.87,04-2021
2010-11-30,80.1,04-2021
2010-12-31,119.68,04-2021
2011-01-31,0.0,04-2021
2011-02-28,4091.58,04-2021
2011-03-31,0.0,04-2021
2011-04-30,247.79999999999998,04-2021
2011-05-31,40.94,04-2021
2011-06-30,56.96,04-2021
2011-07-31,0.0,04-2021
2011-08-31,2701.76,04-2021
2011-09-30,19.15,04-2021
2011-10-31,44.5,04-2021
2011-11-30,65.95,04-2021
2011-12-31,571.4300000000001,04-2021
2012-01-31,789.3199999999999,04-2021
2012-02-29,0.0,04-2021
2012-03-31,173.8,04-2021
